"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"DTI3_snr","Unknown Core: dti3","DTI","Signal to Noise Ratio","ANTs",NA
"DTI3_cnr","Unknown Core: dti3","DTI","Contrast to Noise Ratio","ANTs",NA
"DTI3_psnr","Unknown Core: dti3","DTI","Peak Signal to Noise Ratio","ANTs",NA
"DTI3_ssim","Unknown Core: dti3","DTI","Structural Similarity Index","ANTs",NA
"DTI3_mi","Unknown Core: dti3","DTI","Mutual Information","ANTs",NA
"DTI3_reflection_err","Unknown Core: dti3 reflection err","DTI","Unknown","ANTs",NA
"DTI3_EVR","Unknown Core: dti3","DTI","Explained Variance Ratio","ANTs",NA
"DTI3_msk_vol","Unknown Core: dti3 msk","DTI","geometry.volume","ANTs",NA
"DTI3_spc0","Unknown Core: dti3 spc0","DTI","Unknown","ANTs",NA
"DTI3_spc1","Unknown Core: dti3 spc1","DTI","Unknown","ANTs",NA
"DTI3_spc2","Unknown Core: dti3 spc2","DTI","Unknown","ANTs",NA
"DTI3_org0","Unknown Core: dti3 org0","DTI","Unknown","ANTs",NA
"DTI3_org1","Unknown Core: dti3 org1","DTI","Unknown","ANTs",NA
"DTI3_org2","Unknown Core: dti3 org2","DTI","Unknown","ANTs",NA
"DTI3_dimx","Unknown Core: dti3 dimx","DTI","Unknown","ANTs",NA
"DTI3_dimy","Unknown Core: dti3 dimy","DTI","Unknown","ANTs",NA
"DTI3_dimz","Unknown Core: dti3 dimz","DTI","Unknown","ANTs",NA
"DTI3_dimt","Unknown Core: dti3 dimt","DTI","Unknown","ANTs",NA
"DTI3_slice","Unknown Core: dti3 slice","DTI","Unknown","ANTs",NA
"DTI3_modality","Unknown Core: dti3 modality","DTI","Unknown","ANTs",NA
"DTI3_mriseries","Unknown Core: dti3 mriseries","DTI","Unknown","ANTs",NA
"DTI3_mriSAR","Unknown Core: dti3 mrisar","DTI","Unknown","ANTs",NA
"DTI3_mriPixelBandwidth","Unknown Core: dti3 mripixelbandwidth","DTI","Unknown","ANTs",NA
"DTI3_mriPixelBandwidthPE","Unknown Core: dti3 mripixelbandwidthpe","DTI","Unknown","ANTs",NA
"DTI3_dti_bvalueMax","Unknown Core: 3 dti bvaluemax","DTI","Unknown","ANTs",NA
"DTI3_dti_bvecnorm","Unknown Core: 3 dti bvecnorm","DTI","Unknown","ANTs",NA
"DTI3_ol_loop","Unknown Core: dti3","DTI","Outlier Probability","ANTs",NA
"DTI3_ol_lof","Unknown Core: dti3","DTI","Outlier Score","ANTs",NA
"DTI3_ol_lof_decision","Unknown Core: dti3 decision","DTI","Outlier Score","ANTs",NA
"dtid3","Image ID","DTI","Unknown","ANTs",NA
"DTI3_negol","Negative Outlier","DTI","Unknown","ANTs",NA
"DTI3_score_ol_loop","Unknown Core: dti3 ol loop","DTI","Score","ANTs",NA
"DTI3_score_noise","Unknown Core: dti3 noise","DTI","Score","ANTs",NA
"DTI3_score_dti_bvalueMax","Unknown Core: 3 dti bvaluemax","DTI","Score","ANTs",NA
"DTI3_score_dimt","Unknown Core: dti3 dimt","DTI","Score","ANTs",NA
"DTI3_best_score","Unknown Core: dti3 best","DTI","Score","ANTs",NA
"rsffn1",NA,NA,NA,"ANTs",NA
"rsf1_dimensionality","Unknown Core: rsf1 dimensionality","Unknown","Unknown","ANTs",NA
"rsf1_noise","Unknown Core: rsf1 noise","Unknown","Unknown","ANTs",NA
"rsf1_snr","Unknown Core: rsf1","Unknown","Signal to Noise Ratio","ANTs",NA
"rsf1_cnr","Unknown Core: rsf1","Unknown","Contrast to Noise Ratio","ANTs",NA
"rsf1_psnr","Unknown Core: rsf1","Unknown","Peak Signal to Noise Ratio","ANTs",NA
"rsf1_ssim","Unknown Core: rsf1","Unknown","Structural Similarity Index","ANTs",NA
"rsf1_mi","Unknown Core: rsf1","Unknown","Mutual Information","ANTs",NA
"rsf1_reflection_err","Unknown Core: rsf1 reflection err","Unknown","Unknown","ANTs",NA
"rsf1_EVR","Unknown Core: rsf1","Unknown","Explained Variance Ratio","ANTs",NA
"rsf1_msk_vol","Unknown Core: rsf1 msk","Unknown","geometry.volume","ANTs",NA
"rsf1_spc0","Unknown Core: rsf1 spc0","Unknown","Unknown","ANTs",NA
"rsf1_spc1","Unknown Core: rsf1 spc1","Unknown","Unknown","ANTs",NA
"rsf1_spc2","Unknown Core: rsf1 spc2","Unknown","Unknown","ANTs",NA
"rsf1_org0","Unknown Core: rsf1 org0","Unknown","Unknown","ANTs",NA
"rsf1_org1","Unknown Core: rsf1 org1","Unknown","Unknown","ANTs",NA
"rsf1_org2","Unknown Core: rsf1 org2","Unknown","Unknown","ANTs",NA
"rsf1_dimx","Unknown Core: rsf1 dimx","Unknown","Unknown","ANTs",NA
"rsf1_dimy","Unknown Core: rsf1 dimy","Unknown","Unknown","ANTs",NA
"rsf1_dimz","Unknown Core: rsf1 dimz","Unknown","Unknown","ANTs",NA
"rsf1_dimt","Unknown Core: rsf1 dimt","Unknown","Unknown","ANTs",NA
"rsf1_slice","Unknown Core: rsf1 slice","Unknown","Unknown","ANTs",NA
"rsf1_modality","Unknown Core: rsf1 modality","Unknown","Unknown","ANTs",NA
"rsf1_mriseries","Unknown Core: rsf1 mriseries","Unknown","Unknown","ANTs",NA
"rsf1_mriSAR","Unknown Core: rsf1 mrisar","Unknown","Unknown","ANTs",NA
"rsf1_mriPixelBandwidth","Unknown Core: rsf1 mripixelbandwidth","Unknown","Unknown","ANTs",NA
"rsf1_mriPixelBandwidthPE","Unknown Core: rsf1 mripixelbandwidthpe","Unknown","Unknown","ANTs",NA
"rsf1_dti_bvalueMax","Unknown Core: rsf1 bvaluemax","DTI","Unknown","ANTs",NA
"rsf1_dti_bvecnorm","Unknown Core: rsf1 bvecnorm","DTI","Unknown","ANTs",NA
"rsf1_ol_loop","Unknown Core: rsf1","Unknown","Outlier Probability","ANTs",NA
"rsf1_ol_lof","Unknown Core: rsf1","Unknown","Outlier Score","ANTs",NA
"rsf1_ol_lof_decision","Unknown Core: rsf1 decision","Unknown","Outlier Score","ANTs",NA
"rsfid1",NA,NA,NA,"ANTs",NA
"rsf1_negol","Negative Outlier","Unknown","Unknown","ANTs",NA
"rsf1_score_ol_loop","Unknown Core: rsf1 ol loop","Unknown","Score","ANTs",NA
"rsf1_score_noise","Unknown Core: rsf1 noise","Unknown","Score","ANTs",NA
"rsf1_score_dti_bvalueMax","Unknown Core: rsf1 bvaluemax","DTI","Score","ANTs",NA
"rsf1_score_dimt","Unknown Core: rsf1 dimt","Unknown","Score","ANTs",NA
"rsf1_best_score","Unknown Core: rsf1 best","Unknown","Score","ANTs",NA
"rsffn2",NA,NA,NA,"ANTs",NA
"rsf2_dimensionality","Unknown Core: rsf2 dimensionality","Unknown","Unknown","ANTs",NA
"rsf2_noise","Unknown Core: rsf2 noise","Unknown","Unknown","ANTs",NA
"rsf2_snr","Unknown Core: rsf2","Unknown","Signal to Noise Ratio","ANTs",NA
"rsf2_cnr","Unknown Core: rsf2","Unknown","Contrast to Noise Ratio","ANTs",NA
"rsf2_psnr","Unknown Core: rsf2","Unknown","Peak Signal to Noise Ratio","ANTs",NA
"rsf2_ssim","Unknown Core: rsf2","Unknown","Structural Similarity Index","ANTs",NA
"rsf2_mi","Unknown Core: rsf2","Unknown","Mutual Information","ANTs",NA
"rsf2_reflection_err","Unknown Core: rsf2 reflection err","Unknown","Unknown","ANTs",NA
"rsf2_EVR","Unknown Core: rsf2","Unknown","Explained Variance Ratio","ANTs",NA
"rsf2_msk_vol","Unknown Core: rsf2 msk","Unknown","geometry.volume","ANTs",NA
"rsf2_spc0","Unknown Core: rsf2 spc0","Unknown","Unknown","ANTs",NA
"rsf2_spc1","Unknown Core: rsf2 spc1","Unknown","Unknown","ANTs",NA
"rsf2_spc2","Unknown Core: rsf2 spc2","Unknown","Unknown","ANTs",NA
"rsf2_org0","Unknown Core: rsf2 org0","Unknown","Unknown","ANTs",NA
"rsf2_org1","Unknown Core: rsf2 org1","Unknown","Unknown","ANTs",NA
"rsf2_org2","Unknown Core: rsf2 org2","Unknown","Unknown","ANTs",NA
"rsf2_dimx","Unknown Core: rsf2 dimx","Unknown","Unknown","ANTs",NA
"rsf2_dimy","Unknown Core: rsf2 dimy","Unknown","Unknown","ANTs",NA
"rsf2_dimz","Unknown Core: rsf2 dimz","Unknown","Unknown","ANTs",NA
"rsf2_dimt","Unknown Core: rsf2 dimt","Unknown","Unknown","ANTs",NA
"rsf2_slice","Unknown Core: rsf2 slice","Unknown","Unknown","ANTs",NA
"rsf2_modality","Unknown Core: rsf2 modality","Unknown","Unknown","ANTs",NA
"rsf2_mriseries","Unknown Core: rsf2 mriseries","Unknown","Unknown","ANTs",NA
"rsf2_mriSAR","Unknown Core: rsf2 mrisar","Unknown","Unknown","ANTs",NA
"rsf2_mriPixelBandwidth","Unknown Core: rsf2 mripixelbandwidth","Unknown","Unknown","ANTs",NA
"rsf2_mriPixelBandwidthPE","Unknown Core: rsf2 mripixelbandwidthpe","Unknown","Unknown","ANTs",NA
"rsf2_dti_bvalueMax","Unknown Core: rsf2 bvaluemax","DTI","Unknown","ANTs",NA
"rsf2_dti_bvecnorm","Unknown Core: rsf2 bvecnorm","DTI","Unknown","ANTs",NA
"rsf2_ol_loop","Unknown Core: rsf2","Unknown","Outlier Probability","ANTs",NA
"rsf2_ol_lof","Unknown Core: rsf2","Unknown","Outlier Score","ANTs",NA
"rsf2_ol_lof_decision","Unknown Core: rsf2 decision","Unknown","Outlier Score","ANTs",NA
"rsfid2",NA,NA,NA,"ANTs",NA
"rsf2_negol","Negative Outlier","Unknown","Unknown","ANTs",NA
"rsf2_score_ol_loop","Unknown Core: rsf2 ol loop","Unknown","Score","ANTs",NA
"rsf2_score_noise","Unknown Core: rsf2 noise","Unknown","Score","ANTs",NA
"rsf2_score_dti_bvalueMax","Unknown Core: rsf2 bvaluemax","DTI","Score","ANTs",NA
"rsf2_score_dimt","Unknown Core: rsf2 dimt","Unknown","Score","ANTs",NA
"rsf2_best_score","Unknown Core: rsf2 best","Unknown","Score","ANTs",NA
"rsf3_filename","Filename","Unknown","Unknown","ANTs",NA
"rsf3_dimensionality","Unknown Core: rsf3 dimensionality","Unknown","Unknown","ANTs",NA
"rsf3_noise","Unknown Core: rsf3 noise","Unknown","Unknown","ANTs",NA
"rsf3_snr","Unknown Core: rsf3","Unknown","Signal to Noise Ratio","ANTs",NA
"rsf3_cnr","Unknown Core: rsf3","Unknown","Contrast to Noise Ratio","ANTs",NA
"rsf3_psnr","Unknown Core: rsf3","Unknown","Peak Signal to Noise Ratio","ANTs",NA
"rsf3_ssim","Unknown Core: rsf3","Unknown","Structural Similarity Index","ANTs",NA
"rsf3_mi","Unknown Core: rsf3","Unknown","Mutual Information","ANTs",NA
"rsf3_reflection_err","Unknown Core: rsf3 reflection err","Unknown","Unknown","ANTs",NA
"rsf3_EVR","Unknown Core: rsf3","Unknown","Explained Variance Ratio","ANTs",NA
"rsf3_msk_vol","Unknown Core: rsf3 msk","Unknown","geometry.volume","ANTs",NA
"rsf3_spc0","Unknown Core: rsf3 spc0","Unknown","Unknown","ANTs",NA
"rsf3_spc1","Unknown Core: rsf3 spc1","Unknown","Unknown","ANTs",NA
"rsf3_spc2","Unknown Core: rsf3 spc2","Unknown","Unknown","ANTs",NA
"rsf3_org0","Unknown Core: rsf3 org0","Unknown","Unknown","ANTs",NA
"rsf3_org1","Unknown Core: rsf3 org1","Unknown","Unknown","ANTs",NA
"rsf3_org2","Unknown Core: rsf3 org2","Unknown","Unknown","ANTs",NA
"rsf3_dimx","Unknown Core: rsf3 dimx","Unknown","Unknown","ANTs",NA
"rsf3_dimy","Unknown Core: rsf3 dimy","Unknown","Unknown","ANTs",NA
"rsf3_dimz","Unknown Core: rsf3 dimz","Unknown","Unknown","ANTs",NA
"rsf3_dimt","Unknown Core: rsf3 dimt","Unknown","Unknown","ANTs",NA
"rsf3_slice","Unknown Core: rsf3 slice","Unknown","Unknown","ANTs",NA
"rsf3_modality","Unknown Core: rsf3 modality","Unknown","Unknown","ANTs",NA
"rsf3_mriseries","Unknown Core: rsf3 mriseries","Unknown","Unknown","ANTs",NA
"rsf3_mriSAR","Unknown Core: rsf3 mrisar","Unknown","Unknown","ANTs",NA
"rsf3_mriPixelBandwidth","Unknown Core: rsf3 mripixelbandwidth","Unknown","Unknown","ANTs",NA
"rsf3_mriPixelBandwidthPE","Unknown Core: rsf3 mripixelbandwidthpe","Unknown","Unknown","ANTs",NA
"rsf3_dti_bvalueMax","Unknown Core: rsf3 bvaluemax","DTI","Unknown","ANTs",NA
"rsf3_dti_bvecnorm","Unknown Core: rsf3 bvecnorm","DTI","Unknown","ANTs",NA
"rsf3_ol_loop","Unknown Core: rsf3","Unknown","Outlier Probability","ANTs",NA
"rsf3_ol_lof","Unknown Core: rsf3","Unknown","Outlier Score","ANTs",NA
"rsf3_ol_lof_decision","Unknown Core: rsf3 decision","Unknown","Outlier Score","ANTs",NA
"rsf3_imageID","Image ID","Unknown","Unknown","ANTs",NA
"rsf3_negol","Negative Outlier","Unknown","Unknown","ANTs",NA
"rsf3_score_ol_loop","Unknown Core: rsf3 ol loop","Unknown","Score","ANTs",NA
"rsf3_score_noise","Unknown Core: rsf3 noise","Unknown","Score","ANTs",NA
"rsf3_score_dti_bvalueMax","Unknown Core: rsf3 bvaluemax","DTI","Score","ANTs",NA
"rsf3_score_dimt","Unknown Core: rsf3 dimt","Unknown","Score","ANTs",NA
"rsf3_best_score","Unknown Core: rsf3 best","Unknown","Score","ANTs",NA
"projectID",NA,NA,NA,"ANTs",NA
"perfid","Image ID","Unknown","Unknown","ANTs",NA
"T1Hier_u_hier_id","unique id","unique id","unique id","unique id",NA
"T1Hier_u_hier_id.1","unique id","unique id","unique id","unique id",NA
"T1Hier_vol_hemisphere_lefthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_hemisphere_righthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_area_hemisphere_lefthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_hemisphere_righthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_thk_hemisphere_lefthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_hemisphere_righthemispheres","Cerebral Hemisphere","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_vol_brainstemtissues","Brainstem","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_csftissues","Cerebrospinal Fluid","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_cerebellumtissues","Cerebellum","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_deepgraytissues","Unknown Core: hier deepgray tissues","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_gmtissues","Unknown Core: hier gm tissues","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_vol_wmtissues","Unknown Core: hier wm tissues","T1 hierarchical processing","geometry.volume","ANTs",NA
"T1Hier_area_brainstemtissues","Brainstem","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_csftissues","Cerebrospinal Fluid","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_cerebellumtissues","Cerebellum","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_deepgraytissues","Unknown Core: hier deepgray tissues","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_gmtissues","Unknown Core: hier gm tissues","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_area_wmtissues","Unknown Core: hier wm tissues","T1 hierarchical processing","geometry.area","ANTs",NA
"T1Hier_thk_brainstemtissues","Brainstem","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_csftissues","Cerebrospinal Fluid","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_cerebellumtissues","Cerebellum","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_deepgraytissues","Unknown Core: hier deepgray tissues","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_gmtissues","Unknown Core: hier gm tissues","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_thk_wmtissues","Unknown Core: hier wm tissues","T1 hierarchical processing","geometry.thickness","ANTs",NA
"T1Hier_vol_brainstem_ldktlobes","Brainstem","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_brainstem_rdktlobes","Brainstem","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_cerebellum_ldktlobes","Cerebellum","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_cerebellum_rdktlobes","Cerebellum","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_frontal_ldktlobes","Frontal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_frontal_rdktlobes","Frontal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_occipital_ldktlobes","Occipital Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_occipital_rdktlobes","Occipital Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_parietal_ldktlobes","Parietal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_parietal_rdktlobes","Parietal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_temporal_ldktlobes","Temporal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_temporal_rdktlobes","Temporal Lobe","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_area_brainstem_ldktlobes","Brainstem","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_brainstem_rdktlobes","Brainstem","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_cerebellum_ldktlobes","Cerebellum","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_cerebellum_rdktlobes","Cerebellum","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_frontal_ldktlobes","Frontal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_frontal_rdktlobes","Frontal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_occipital_ldktlobes","Occipital Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_occipital_rdktlobes","Occipital Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_parietal_ldktlobes","Parietal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_parietal_rdktlobes","Parietal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_temporal_ldktlobes","Temporal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_area_temporal_rdktlobes","Temporal Lobe","T1 hierarchical processing","geometry.area","desikan-killiany-tourville",NA
"T1Hier_thk_brainstem_ldktlobes","Brainstem","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_brainstem_rdktlobes","Brainstem","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_cerebellum_ldktlobes","Cerebellum","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_cerebellum_rdktlobes","Cerebellum","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_frontal_ldktlobes","Frontal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_frontal_rdktlobes","Frontal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_occipital_ldktlobes","Occipital Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_occipital_rdktlobes","Occipital Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_parietal_ldktlobes","Parietal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_parietal_rdktlobes","Parietal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_temporal_ldktlobes","Temporal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_thk_temporal_rdktlobes","Temporal Lobe","T1 hierarchical processing","geometry.thickness","desikan-killiany-tourville",NA
"T1Hier_vol_4th_ventricledktregions","4th Ventricle","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_csfdktregions","Cerebrospinal Fluid","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_brain_stemdktregions","Unknown Core: hier brain stem dktregions","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_cerebellar_vermal_lobules_i.vdktregions","Cerebellar Vermal Lobules I-V","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_cerebellar_vermal_lobules_vi.viidktregions","Cerebellar Vermal Lobules VI-VII","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_cerebellar_vermal_lobules_viii.xdktregions","Cerebellar Vermal Lobules VIII-X","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_amygdaladktregions","Amygdala","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_caudal_anterior_cingulatedktregions","Caudal Anterior Cingulate","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_caudal_middle_frontaldktregions","Caudal Middle Frontal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_caudatedktregions","Caudate Nucleus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_cerebellem_exteriordktregions","Unknown Core: hier cerebellem exterior dktregions","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_cerebellum_white_matterdktregions","Cerebellum White Matter","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_cuneusdktregions","Cuneus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_entorhinaldktregions","Entorhinal Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_fusiformdktregions","Fusiform Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_hippocampusdktregions","Hippocampus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_inferior_parietaldktregions","Inferior Parietal Lobule","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_inferior_temporaldktregions","Inferior Temporal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_insuladktregions","Insula","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_isthmus_cingulatedktregions","Isthmus Cingulate","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_lateral_occipitaldktregions","Lateral Occipital Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_lateral_orbitofrontaldktregions","Lateral Orbitofrontal Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_lateral_ventricledktregions","Lateral Ventricle","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_lingualdktregions","Lingual Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_medial_orbitofrontaldktregions","Medial Orbitofrontal Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_middle_temporaldktregions","Middle Temporal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_pallidiumdktregions","Pallidum","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_paracentraldktregions","Paracentral Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_parahippocampaldktregions","Parahippocampal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_pars_opercularisdktregions","Pars Opercularis","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_pars_orbitalisdktregions","Pars Orbitalis","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_pars_triangularisdktregions","Pars Triangularis","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_pericalcarinedktregions","Pericalcarine Cortex","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_postcentraldktregions","Postcentral Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_posterior_cingulatedktregions","Posterior Cingulate","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_precentraldktregions","Precentral Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_precuneusdktregions","Precuneus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_putamendktregions","Putamen","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_rostral_anterior_cingulatedktregions","Rostral Anterior Cingulate","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_rostral_middle_frontaldktregions","Rostral Middle Frontal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
"T1Hier_vol_left_superior_frontaldktregions","Superior Frontal Gyrus","T1 hierarchical processing","geometry.volume","desikan-killiany-tourville",NA
